,enhanced_weekday_quantized,hour,enhanced_weekday,outage_total_modified_sma,previous_day,outage_Hydro_sma,previous_hour,previous_week,Outage_SP15_Thermal,CAISO_Load_2DA,Wind_Solar_Total_diff,Weather_SP15_feels_like,Weather_SP15_humidity,FRSCE1_fuel_price,Solar_7DA,load_gen_diff,target0
2022-05-12 00:00:00,1.0,1.0,4.0,7632.930416666666,65.73629,4033.649583333334,73.27522,79.0949,3657.98,21384.09,-277.1399999999999,57.13,41.0,10.54,0.0,18628.17,71.06552
2022-05-12 01:00:00,1.0,2.0,4.0,7617.842083333333,61.87283,4033.0066666666667,71.06552,76.9005,4143.58,20668.92,-93.99000000000024,56.62,43.0,10.54,0.0,18006.989999999998,68.85263
2022-05-12 02:00:00,1.0,3.0,4.0,7602.541249999999,60.40321,4032.4287500000005,68.85263,75.39942,4147.28,20203.41,-164.17999999999984,55.69,49.0,10.54,0.0,17705.66,66.12581
2022-05-12 03:00:00,1.0,4.0,4.0,7587.15625,60.27163,4031.5616666666665,66.12581,74.5522,4147.33,20035.33,-180.57000000000016,54.27,51.0,10.54,0.0,17718.15,67.01
2022-05-12 04:00:00,1.0,5.0,4.0,7569.278333333335,61.61572,4030.725416666666,67.01,77.53313,4141.62,20443.63,-281.3299999999999,54.27,42.0,10.54,0.0,18407.780000000002,71.18674
2022-05-12 05:00:00,1.0,6.0,4.0,7551.098333333334,70.46,4029.919166666667,71.18674,89.08284,3648.07,21656.43,-405.42999999999984,53.6,47.0,10.54,16.95,20026.010000000002,84.72366
2022-05-12 06:00:00,1.0,7.0,4.0,7535.368750000001,76.84418,4032.0016666666666,84.72366,86.11541,3225.41,22695.47,1521.7599999999998,52.75,46.0,10.54,1476.75,19543.29,83.9072
2022-05-12 07:00:00,1.0,8.0,4.0,7515.870416666668,47.62808,4034.9833333333336,83.9072,69.02078,3158.45,22977.24,5418.48,55.18,51.0,10.54,5551.49,14406.580000000002,57.38937
2022-05-12 08:00:00,1.0,9.0,4.0,7495.52625,20.48356,4036.1079166666664,57.38937,43.66852,3166.63,21959.21,2827.3999999999996,60.33,41.0,10.54,7969.46,10561.15,29.58204
2022-05-12 09:00:00,1.0,10.0,4.0,7470.595,9.06,4036.9825,29.58204,32.53005,3188.42,20475.24,463.22000000000116,64.9,33.0,10.54,8805.84,8613.960000000001,21.89021
2022-05-12 10:00:00,1.0,11.0,4.0,7445.895833333333,3.17371,4036.9675,21.89021,27.75543,3202.96,19452.08,33.05999999999949,69.12,30.0,10.54,9259.1,7557.740000000002,18.72224
2022-05-12 11:00:00,1.0,12.0,4.0,7421.752916666667,3.37095,4036.219166666667,18.72224,27.70307,3226.68,18767.01,62.289999999999054,73.49,27.0,10.54,9399.31,6810.379999999999,18.80705
2022-05-12 12:00:00,1.0,13.0,4.0,7399.599583333334,5.15005,4035.471666666667,18.80705,29.94421,3215.02,18422.28,128.04000000000087,75.74,26.0,10.54,9361.76,6337.609999999999,19.96626
2022-05-12 13:00:00,1.0,14.0,4.0,7420.864166666667,2.21194,4034.7258333333334,19.96626,35.72496,3232.07,18562.96,64.1299999999992,76.68,25.0,10.54,9235.94,6414.16,19.97271
2022-05-12 14:00:00,1.0,15.0,4.0,7443.485416666666,3.28,4033.9808333333335,19.97271,37.83342,3240.15,18975.62,344.0600000000013,77.18,25.0,10.54,9015.47,6482.759999999998,24.05139
2022-05-12 15:00:00,1.0,16.0,4.0,7466.455416666667,6.86236,4032.9408333333336,24.05139,53.45908,3246.06,19787.49,177.67000000000007,76.6,24.0,10.54,8540.52,7116.960000000001,27.13271
2022-05-12 16:00:00,1.0,17.0,4.0,7486.91375,9.32319,4033.189166666667,27.13271,62.67442,3246.85,21032.75,19.73999999999978,76.23,23.0,10.54,7752.57,8342.48,30.35251
2022-05-12 17:00:00,1.0,18.0,4.0,7467.667083333334,22.24883,4030.060416666667,30.35251,73.67522,3235.08,22668.26,-756.4099999999999,76.6,26.0,10.54,6413.61,10734.399999999998,39.81311
2022-05-12 18:00:00,1.0,19.0,4.0,7445.104583333333,68.84783,4026.05125,39.81311,102.0987,3223.83,24311.97,-4421.7300000000005,74.75,29.0,10.54,2870.72,16799.84,76.60361
2022-05-12 19:00:00,1.0,20.0,4.0,7427.895833333333,92.92425,4023.27875,76.60361,132.91249,3211.56,25283.7,-4206.1,72.07,30.0,10.54,249.06,21977.670000000002,99.35
2022-05-12 20:00:00,1.0,21.0,4.0,7409.972083333333,104.75639,4020.5320833333335,99.35,119.80751,3188.89,26062.15,-442.8000000000002,67.71,35.0,10.54,0.03,23198.920000000002,112.12
2022-05-12 21:00:00,1.0,22.0,4.0,7415.033749999999,88.59157,4017.817916666667,112.12,108.79875,3204.64,25416.13,-33.42000000000007,65.14,33.0,10.54,0.0,22586.32,95.65775
2022-05-12 22:00:00,1.0,23.0,4.0,7420.628333333333,79.54895,4015.79125,95.65775,89.37689,3194.47,23933.09,-11.079999999999927,63.95,40.0,10.54,0.0,21114.36,86.65831
2022-05-12 23:00:00,1.0,24.0,4.0,7427.125416666667,73.27522,4014.8795833333334,86.65831,78.62409,3185.16,22461.75,-82.05000000000018,64.11,36.0,10.54,0.0,19725.07,80.01999
2022-05-13 00:00:00,1.0,1.0,5.0,7449.094166666666,73.62875,4018.00375,80.01999,73.62875,3742.52,21635.13,20.470000000000255,64.38,37.0,10.39,0.0,18877.98,74.50975
2022-05-13 01:00:00,1.0,2.0,5.0,7472.250416666667,73.62839,4021.09375,74.50975,73.62839,4272.27,20803.35,-138.55999999999995,64.51,35.0,10.39,0.0,18184.76,72.84412
2022-05-13 02:00:00,1.0,3.0,5.0,7485.009999999999,70.61631,4024.15625,72.84412,70.61631,4312.71,20298.06,-93.32000000000016,63.28,37.0,10.39,0.0,17772.79,67.89
2022-05-13 03:00:00,1.0,4.0,5.0,7483.189166666667,70.4865,4027.4629166666673,67.89,70.4865,4225.86,20027.18,-95.90999999999985,62.65,39.0,10.39,0.0,17597.82,66.07514
2022-05-13 04:00:00,1.0,5.0,5.0,7479.768749999999,77.04701,4030.7370833333334,66.07514,77.04701,4198.16,20368.35,-187.0,62.22,37.0,10.39,0.0,18125.989999999998,70.48896
2022-05-13 05:00:00,1.0,6.0,5.0,7475.8966666666665,83.33607,4033.4341666666664,70.48896,83.33607,3708.57,21258.6,-269.0400000000002,61.47,38.0,10.39,21.53,19285.28,79.22004
2022-05-13 06:00:00,1.0,7.0,5.0,7469.577916666666,87.6745,4033.3558333333335,79.22004,87.6745,3280.55,22229.91,1542.82,60.84,35.0,10.39,1579.81,18713.77,77.35883
2022-05-13 07:00:00,1.0,8.0,5.0,7467.888333333332,62.7,4032.8720833333336,77.35883,62.7,3291.24,22528.32,5466.950000000001,62.62,50.0,10.39,5671.27,13545.23,51.27379
2022-05-13 08:00:00,1.0,9.0,5.0,7464.280416666666,31.33564,4033.0175,51.27379,31.33564,3270.39,21682.86,2428.8999999999996,66.79,38.0,10.39,8010.31,10270.87,29.4023
2022-05-13 09:00:00,1.0,10.0,5.0,7465.19625,21.35729,4032.515,29.4023,21.35729,3290.33,20497.91,941.0599999999995,72.5,32.0,10.39,8953.76,8144.860000000001,23.73287
2022-05-13 10:00:00,1.0,11.0,5.0,7464.514583333334,18.49483,4032.0166666666664,23.73287,18.49483,3290.22,19845.57,434.60000000000036,76.1,35.0,10.39,9417.0,7057.92,22.0
2022-05-13 11:00:00,1.0,12.0,5.0,7466.557499999999,19.84819,4030.8391666666666,22.0,19.84819,3303.43,19599.27,59.340000000000146,79.81,26.0,10.39,9586.32,6752.280000000001,23.30359
2022-05-13 12:00:00,1.0,13.0,5.0,7466.858333333334,19.61705,4030.7041666666664,23.30359,19.61705,3319.77,19623.39,192.3199999999997,81.25,26.0,10.39,9616.63,6584.08,24.21391
2022-05-13 13:00:00,1.0,14.0,5.0,7423.1795833333335,23.4278,4030.5691666666667,24.21391,23.4278,3335.64,20282.26,-38.85999999999876,82.06,23.0,10.39,9598.75,7281.809999999998,28.64
2022-05-13 14:00:00,1.0,15.0,5.0,7379.786666666667,26.99947,4030.437083333333,28.64,26.99947,3344.51,21172.75,189.25,83.08,25.0,10.39,9514.34,7983.049999999999,33.98938
2022-05-13 15:00:00,1.0,16.0,5.0,7336.58625,35.55934,4030.607083333334,33.98938,35.55934,3352.28,22399.23,186.4499999999989,82.74,29.0,10.39,9172.61,9023.08,41.42114
2022-05-13 16:00:00,1.0,17.0,5.0,7294.60125,39.12949,4025.523333333333,41.42114,39.12949,3352.63,24081.65,-9.799999999999272,82.36,27.0,10.39,8529.51,10715.300000000001,52.92896
2022-05-13 17:00:00,1.0,18.0,5.0,7295.017916666667,59.40384,4020.660416666666,52.92896,59.40384,3352.64,25624.44,-978.0300000000007,81.66,27.0,10.39,7138.09,13236.119999999999,63.67197
2022-05-13 18:00:00,1.0,19.0,5.0,7295.145416666666,94.1297,4015.6270833333333,63.67197,94.1297,3336.87,26583.68,-4785.07,80.74,29.0,10.39,3315.13,18980.43,82.66133
2022-05-13 19:00:00,1.0,20.0,5.0,7281.751666666666,118.63446,4010.81375,82.66133,118.63446,3322.06,26926.46,-4424.79,79.02,33.0,10.39,287.65,23748.0,107.6546
2022-05-13 20:00:00,1.0,21.0,5.0,7265.405416666666,115.81583,4005.9945833333336,107.6546,115.81583,3243.21,27226.58,-550.4499999999998,75.02,34.0,10.39,0.03,24598.57,112.86311
2022-05-13 21:00:00,1.0,22.0,5.0,7222.620416666668,106.69032,4001.17125,112.86311,106.69032,3229.7,26573.02,65.30999999999995,71.98,32.0,10.39,0.0,23879.7,96.46676
2022-05-13 22:00:00,1.0,23.0,5.0,7178.564583333333,92.85525,3997.400833333333,96.46676,92.85525,3219.74,25129.41,-117.91000000000031,70.32,42.0,10.39,0.0,22554.0,78.02452
2022-05-13 23:00:00,1.0,24.0,5.0,7134.827499999999,80.15226,3993.1866666666665,78.02452,80.15226,3235.24,23527.69,-19.06999999999971,68.13,40.0,10.39,0.0,20971.35,71.70923
2022-05-14 00:00:00,2.0,1.0,6.0,7145.004583333334,72.60606,3985.8945833333332,71.70923,72.60606,3832.76,22167.67,-118.0300000000002,66.43,36.0,10.53,0.0,19729.359999999997,65.91779
2022-05-14 01:00:00,2.0,2.0,6.0,7153.380416666666,70.41676,3986.4966666666664,65.91779,70.41676,4308.43,21054.08,-23.759999999999764,65.1,35.0,10.53,0.0,18639.530000000002,65.56007
2022-05-14 02:00:00,2.0,3.0,6.0,7174.62,71.27772,3987.938333333333,65.56007,71.27772,4353.82,20259.79,-69.44000000000005,64.83,37.0,10.53,0.0,17914.68,66.49462
2022-05-14 03:00:00,2.0,4.0,6.0,7209.40375,70.43134,3982.700833333333,66.49462,70.43134,4277.25,19808.96,-175.30999999999995,65.03,43.0,10.53,0.0,17639.16,64.79333
2022-05-14 04:00:00,2.0,5.0,6.0,7252.794166666667,69.1244,3977.5633333333335,64.79333,69.1244,4272.43,19598.8,-229.99000000000024,64.63,38.0,10.53,0.0,17658.989999999998,67.01114
2022-05-14 05:00:00,2.0,6.0,6.0,7302.38625,70.78015,3973.374583333333,67.01114,70.78015,3869.6,19828.99,-272.6199999999999,64.49,41.0,10.53,25.01,18161.800000000003,70.0
2022-05-14 06:00:00,2.0,7.0,6.0,7394.108333333334,70.93716,3968.557083333333,70.0,70.93716,3873.87,19701.75,1656.1999999999998,65.77,35.0,10.53,1652.27,16378.36,68.19867
2022-05-14 07:00:00,2.0,8.0,6.0,7488.3341666666665,29.17,3964.5175,68.19867,29.17,3884.41,19464.27,5355.040000000001,65.59,50.0,10.53,5858.21,10785.84,37.5844
2022-05-14 08:00:00,2.0,9.0,6.0,7585.517500000001,11.31,3960.0433333333335,37.5844,11.31,3928.51,19138.98,2250.2199999999993,70.38,53.0,10.53,8165.83,8210.33,22.2696
2022-05-14 09:00:00,2.0,10.0,6.0,7682.8075,4.11821,3954.0458333333336,22.2696,4.11821,3924.82,18735.6,985.7399999999998,75.29,35.0,10.53,9006.82,6821.209999999999,18.17528
2022-05-14 10:00:00,2.0,11.0,6.0,7781.885416666667,0.89774,3948.3275,18.17528,0.89774,3942.53,18650.26,539.9300000000003,80.78,27.0,10.53,9465.16,6195.939999999999,18.45216
2022-05-14 11:00:00,2.0,12.0,6.0,7876.352916666667,0.53518,3943.2883333333334,18.45216,0.53518,3857.33,18863.48,310.6800000000003,83.82,28.0,10.53,9634.49,6098.48,22.26081
2022-05-14 12:00:00,2.0,13.0,6.0,7970.856666666667,0.40818,3937.2075000000004,22.26081,0.40818,3871.97,19500.5,195.98999999999978,85.64,29.0,10.53,9661.18,6539.51,27.90215
2022-05-14 13:00:00,2.0,14.0,6.0,8067.176666666666,0.35012,3931.1266666666666,27.90215,0.35012,3884.12,20654.08,212.9300000000003,86.63,29.0,10.53,9636.0,7480.160000000002,31.71326
2022-05-14 14:00:00,2.0,15.0,6.0,8158.389999999999,2.38196,3925.0429166666668,31.71326,2.38196,3891.39,21981.87,131.6900000000005,86.07,25.0,10.53,9535.98,8676.259999999998,37.77587
2022-05-14 15:00:00,2.0,16.0,6.0,8245.125416666668,6.88697,3920.20375,37.77587,6.88697,3804.94,23607.49,59.779999999998836,85.66,23.0,10.53,9207.74,10242.100000000002,50.07293
2022-05-14 16:00:00,2.0,17.0,6.0,8331.821666666667,15.07,3919.3454166666666,50.07293,15.07,3807.38,25366.04,-688.1899999999987,86.81,24.0,10.53,8554.03,12688.84,61.41364
2022-05-14 17:00:00,2.0,18.0,6.0,8418.543333333333,40.13503,3921.5220833333333,61.41364,40.13503,3804.47,27391.09,-1225.2200000000012,85.08,24.0,10.53,7074.58,15939.11,73.5937
2022-05-14 18:00:00,2.0,19.0,6.0,8495.052083333334,77.76637,3924.719166666667,73.5937,77.76637,3686.27,28136.68,-4429.37,84.43,25.0,10.53,3373.33,21114.07,92.58592
2022-05-14 19:00:00,2.0,20.0,6.0,8573.195000000002,103.24068,3928.314166666667,92.58592,103.24068,3712.66,28140.13,-4434.8099999999995,81.46,27.0,10.53,300.49,25552.33,119.33758
2022-05-14 20:00:00,2.0,21.0,6.0,8653.440833333334,112.88282,3931.920833333333,119.33758,112.88282,3686.75,28048.65,-525.6700000000001,79.32,29.0,10.53,4.55,25986.52,121.28982
2022-05-14 21:00:00,2.0,22.0,6.0,8730.169583333334,99.97439,3934.2783333333336,121.28982,99.97439,3674.09,27213.72,-32.460000000000036,74.05,33.0,10.53,0.0,25184.050000000003,101.57284
2022-05-14 22:00:00,2.0,23.0,6.0,8807.416666666666,85.12945,3935.137083333333,101.57284,85.12945,3662.03,25539.19,47.54999999999973,71.67,33.0,10.53,0.0,23461.969999999998,86.60739
2022-05-14 23:00:00,2.0,24.0,6.0,8882.186666666666,81.72248,3934.6200000000003,86.60739,81.72248,3654.37,23818.69,-73.98999999999978,70.32,37.0,10.53,0.0,21815.46,73.00808
2022-05-15 00:00:00,3.0,1.0,7.0,8881.872083333334,70.24366,3935.2549999999997,73.00808,70.24366,3974.93,22660.0,-180.97000000000003,70.54,39.0,10.53,0.0,20837.74,72.69119
2022-05-15 01:00:00,3.0,2.0,7.0,8895.869583333333,69.74712,3927.31875,72.69119,69.74712,4760.16,21518.21,-45.99000000000001,68.77,39.0,10.53,0.0,19741.94,79.14
2022-05-15 02:00:00,3.0,3.0,7.0,8909.148333333333,69.09486,3919.9479166666665,79.14,69.09486,4766.69,20698.52,-37.819999999999936,67.86,46.0,10.53,0.0,18960.07,72.67
2022-05-15 03:00:00,3.0,4.0,7.0,8923.776249999999,66.74481,3919.192916666667,72.67,66.74481,4758.93,20088.03,-26.700000000000045,67.77,42.0,10.53,0.0,18376.28,73.5039
2022-05-15 04:00:00,3.0,5.0,7.0,8938.246666666666,69.23699,3918.2804166666665,73.5039,69.23699,4757.53,19741.6,-34.57999999999993,66.61,47.0,10.53,0.0,18064.43,68.75852
2022-05-15 05:00:00,3.0,6.0,7.0,8952.8025,70.79978,3918.190416666667,68.75852,70.79978,4475.9,19524.96,12.220000000000027,65.23,50.0,10.53,24.15,17835.57,72.24516
2022-05-15 06:00:00,3.0,7.0,7.0,8938.415416666667,69.15873,3918.3954166666667,72.24516,69.15873,4375.0,19094.51,1400.7499999999998,65.25,51.0,10.53,1511.89,16004.369999999999,65.1889
2022-05-15 07:00:00,3.0,8.0,7.0,8921.274166666668,26.31,3918.637083333333,65.1889,26.31,4384.77,18794.18,4539.02,64.98,49.0,10.53,5285.45,11165.02,36.47253
2022-05-15 08:00:00,3.0,9.0,7.0,8902.807916666667,0.51631,3919.8562500000003,36.47253,0.51631,4381.52,18478.04,2331.5599999999995,67.41,63.0,10.53,7311.45,8517.320000000002,23.66522
2022-05-15 09:00:00,3.0,10.0,7.0,8884.647500000001,-0.11674,3920.879166666666,23.66522,-0.11674,4394.44,18128.29,1265.5,72.7,50.0,10.53,8056.28,6902.0700000000015,18.31351
2022-05-15 10:00:00,3.0,11.0,7.0,8866.8325,-0.28399,3921.6220833333336,18.31351,-0.28399,4407.55,18084.2,917.0,77.41,40.0,10.53,8637.33,5940.980000000001,17.59744
2022-05-15 11:00:00,3.0,12.0,7.0,8852.78625,-0.2334,3922.3650000000002,17.59744,-0.2334,4422.02,18482.43,512.7399999999998,79.86,41.0,10.53,8811.75,5826.470000000001,19.38129
2022-05-15 12:00:00,3.0,13.0,7.0,8835.689166666665,-0.14996,3922.5729166666665,19.38129,-0.14996,4440.21,19326.49,334.4300000000003,82.0,34.0,10.53,8871.53,6336.100000000002,25.56096
2022-05-15 13:00:00,3.0,14.0,7.0,8817.371666666668,-0.11978,3922.7875000000004,25.56096,-0.11978,4448.13,20495.35,520.3000000000011,81.93,36.0,10.53,8840.4,6984.659999999998,28.70668
2022-05-15 14:00:00,3.0,15.0,7.0,8804.212083333334,-0.08817,3923.007916666667,28.70668,-0.08817,4462.21,21752.23,-2.3100000000013097,80.69,48.0,10.53,8751.49,8243.85,39.55172
2022-05-15 15:00:00,3.0,16.0,7.0,8794.82,0.06721,3921.98375,39.55172,0.06721,4465.83,23323.23,151.47000000000116,79.47,49.0,10.53,8354.86,9663.38,47.96298
2022-05-15 16:00:00,3.0,17.0,7.0,8786.900833333333,1.73961,3921.6583333333333,47.96298,1.73961,4468.55,25002.29,-393.22000000000116,80.06,36.0,10.53,7692.56,11735.660000000002,51.78
2022-05-15 17:00:00,3.0,18.0,7.0,8778.784583333332,19.1766,3921.9770833333337,51.78,19.1766,4447.14,26749.63,-1198.2299999999996,79.81,37.0,10.53,6516.74,14681.230000000001,63.00255
2022-05-15 18:00:00,3.0,19.0,7.0,8776.476666666667,70.53382,3921.449583333333,63.00255,70.53382,4339.23,27863.64,-3849.369999999999,76.82,40.0,10.53,3253.42,19644.61,83.34019
2022-05-15 19:00:00,3.0,20.0,7.0,8772.886666666667,93.58194,3920.9095833333326,83.34019,93.58194,4324.66,27959.41,-4162.860000000001,72.61,45.0,10.53,326.3,23903.239999999998,108.15
2022-05-15 20:00:00,3.0,21.0,7.0,8770.053750000001,100.83491,3920.3562500000003,108.15,100.83491,4301.33,27910.88,-513.3000000000002,68.68,50.0,10.53,4.42,24368.010000000002,111.00156
2022-05-15 21:00:00,3.0,22.0,7.0,8771.41125,91.23934,3921.03375,111.00156,91.23934,4288.18,26921.18,-59.440000000000055,65.77,49.0,10.53,0.0,23437.75,89.99134
2022-05-15 22:00:00,3.0,23.0,7.0,8772.707916666668,84.83,3921.5045833333334,89.99134,84.83,4281.31,25065.63,69.75,63.91,65.0,10.53,0.0,21512.45,77.19
2022-05-15 23:00:00,3.0,24.0,7.0,8773.953333333333,77.89,3921.255416666667,77.19,77.89,4272.73,23283.42,72.38000000000011,61.97,75.0,10.53,0.0,19657.859999999997,68.15526
2022-05-16 00:00:00,0.0,1.0,1.0,8797.227083333333,72.69119,3922.7937500000003,68.15526,68.44659,4677.36,21704.11,79.25,60.33,78.0,10.53,0.0,17999.3,67.35788
2022-05-16 01:00:00,0.0,2.0,1.0,8798.955,79.14,3925.0350000000003,67.35788,67.05627,5109.49,20761.57,49.809999999999945,59.81,79.0,10.53,0.0,17006.95,65.36195
2022-05-16 02:00:00,0.0,3.0,1.0,8799.229166666666,72.67,3926.1766666666667,65.36195,67.31557,5107.72,20133.71,8.170000000000073,59.23,82.0,10.53,0.0,16370.919999999998,63.06626
2022-05-16 03:00:00,0.0,4.0,1.0,8800.98875,73.5039,3927.3325,63.06626,68.88544,5122.12,19894.71,-76.92999999999984,58.77,86.0,10.53,0.0,16208.849999999999,63.9232
2022-05-16 04:00:00,0.0,5.0,1.0,8806.941666666668,68.75852,3929.9812500000003,63.9232,77.14968,5121.05,20186.69,-16.920000000000073,59.31,85.0,10.53,0.0,16517.75,65.72416
2022-05-16 05:00:00,0.0,6.0,1.0,8817.564583333333,72.24516,3932.5862500000003,65.72416,94.94046,4842.94,21232.82,-1.6900000000000546,59.23,86.0,10.53,26.13,17565.57,72.74023
2022-05-16 06:00:00,0.0,7.0,1.0,8817.435,65.1889,3934.9420833333334,72.74023,94.26933,4467.69,22301.64,1780.33,58.75,79.0,10.53,1641.88,16854.059999999998,71.75665
2022-05-16 07:00:00,0.0,8.0,1.0,8816.58875,36.47253,3940.49875,71.75665,51.8581,4495.22,22843.51,5421.18,59.4,82.0,10.53,5781.73,11974.749999999998,42.25117
2022-05-16 08:00:00,0.0,9.0,1.0,8813.522500000001,23.66522,3945.1945833333334,42.25117,22.59635,4497.76,22420.49,2839.42,61.05,78.0,10.53,8067.35,8712.310000000001,22.85636
2022-05-16 09:00:00,0.0,10.0,1.0,8810.295416666666,18.31351,3949.8879166666666,22.85636,14.61613,4507.67,21704.25,621.3400000000001,64.06,71.0,10.53,8857.51,7374.73,21.49313
2022-05-16 10:00:00,0.0,11.0,1.0,8807.016666666666,17.59744,3954.5795833333336,21.49313,11.54216,4520.34,21175.31,609.3599999999988,66.88,68.0,10.53,9329.76,6236.430000000002,20.5412
2022-05-16 11:00:00,0.0,12.0,1.0,8803.192500000001,19.38129,3959.267916666666,20.5412,8.97942,4528.06,21092.23,426.7600000000002,68.88,64.0,10.53,9509.96,5726.59,20.73577
2022-05-16 12:00:00,0.0,13.0,1.0,8772.617083333334,25.56096,3964.4879166666665,20.73577,8.37551,3892.01,21297.36,208.07999999999993,71.15,60.0,10.53,9527.87,5723.640000000001,22.1649
2022-05-16 13:00:00,0.0,14.0,1.0,8742.749583333332,28.70668,3969.6979166666665,22.1649,9.07524,3899.56,22021.99,43.01000000000022,70.72,61.0,10.53,9502.31,6405.260000000002,25.29649
2022-05-16 14:00:00,0.0,15.0,1.0,8711.995,39.55172,3974.8987500000003,25.29649,11.58043,3908.01,22903.34,-34.45999999999913,71.55,58.0,10.53,9385.74,7321.07,30.05069
2022-05-16 15:00:00,0.0,16.0,1.0,8680.9175,47.96298,3980.097916666666,30.05069,19.31305,3913.86,24232.33,-92.32999999999993,72.55,62.0,10.53,9006.75,8742.390000000001,37.0
2022-05-16 16:00:00,0.0,17.0,1.0,8648.785416666668,51.78,3985.838333333333,37.0,19.92294,3915.95,25533.57,-889.3000000000011,72.41,60.0,10.53,8348.7,10932.93,46.70037
2022-05-16 17:00:00,0.0,18.0,1.0,8617.364583333334,63.00255,3990.669166666667,46.70037,37.84611,3907.19,27053.6,-1106.8799999999992,71.44,61.0,10.53,7047.78,13559.839999999998,61.70794
2022-05-16 18:00:00,0.0,19.0,1.0,8587.905416666666,83.34019,3994.017916666667,61.70794,78.86066,3790.59,27912.29,-4522.34,69.87,63.0,10.53,3470.81,18940.870000000003,89.98955
2022-05-16 19:00:00,0.0,20.0,1.0,8562.248333333333,108.15,3997.3633333333332,89.98955,103.76176,3778.86,28115.25,-4651.84,66.67,68.0,10.53,343.56,23795.67,113.38302
2022-05-16 20:00:00,0.0,21.0,1.0,8538.578333333333,111.00156,4000.7020833333336,113.38302,113.51,3746.74,28141.31,-658.2199999999998,63.75,73.0,10.53,4.44,24479.95,113.78269
2022-05-16 21:00:00,0.0,22.0,1.0,8522.737500000001,89.99134,4002.8058333333333,113.78269,100.61534,3734.86,27067.87,-74.80000000000018,61.75,75.0,10.53,0.0,23481.309999999998,94.61247
2022-05-16 22:00:00,0.0,23.0,1.0,8506.4375,77.19,4009.5862500000003,94.61247,90.98438,3726.65,25156.27,-80.69000000000005,60.17,72.0,10.53,0.0,21650.4,78.10204
2022-05-16 23:00:00,0.0,24.0,1.0,8491.5875,68.15526,4017.594583333333,78.10204,82.5352,3716.88,23334.15,-27.389999999999873,59.16,76.0,10.53,0.0,19855.670000000002,70.26858
2022-05-17 00:00:00,1.0,1.0,2.0,8478.757083333334,67.35788,4005.556666666667,70.26858,69.92989,4101.86,22478.89,-95.94000000000005,58.08,78.0,10.8,0.0,19096.35,63.26572
2022-05-17 01:00:00,1.0,2.0,2.0,8468.461666666668,65.36195,3992.087916666667,63.26572,68.03153,4505.05,21519.46,211.72000000000025,57.42,78.0,10.8,0.0,17925.199999999997,66.12131
2022-05-17 02:00:00,1.0,3.0,2.0,8457.493333333334,63.06626,3978.4462500000004,66.12131,67.14343,4499.53,20917.29,16.609999999999673,57.52,81.0,10.8,0.0,17306.420000000002,64.98925
2022-05-17 03:00:00,1.0,4.0,2.0,8444.637083333333,63.9232,3964.8370833333333,64.98925,67.07884,4491.94,20662.33,-70.84999999999991,57.67,81.0,10.8,0.0,17122.31,65.31062
2022-05-17 04:00:00,1.0,5.0,2.0,8427.559166666668,65.72416,3950.414166666667,65.31062,71.78182,4485.79,20969.78,-138.4000000000001,58.19,83.0,10.8,0.0,17568.16,70.18876
2022-05-17 05:00:00,1.0,6.0,2.0,8403.432083333335,72.74023,3934.742083333333,70.18876,82.87916,4092.06,21979.36,-133.80999999999995,58.17,84.0,10.8,27.75,18711.55,74.97636
2022-05-17 06:00:00,1.0,7.0,2.0,8370.213333333333,71.75665,3919.0716666666667,74.97636,88.49912,3672.51,23021.31,1772.44,58.28,85.0,10.8,1734.19,17981.06,76.5377
2022-05-17 07:00:00,1.0,8.0,2.0,8341.007916666667,42.25117,3903.0170833333336,76.5377,61.25626,3729.91,23502.6,5182.450000000001,58.96,83.0,10.8,5874.82,13279.899999999998,50.97209
2022-05-17 08:00:00,1.0,9.0,2.0,8312.6875,22.85636,3887.3316666666665,50.97209,38.92,3760.12,23021.8,2991.039999999999,59.59,82.0,10.8,8127.94,9808.06,34.29261
2022-05-17 09:00:00,1.0,10.0,2.0,8284.036666666667,21.49313,3872.5229166666663,34.29261,26.33338,3778.81,21979.9,517.210000000001,60.49,79.0,10.8,8922.58,8248.95,28.56651
2022-05-17 10:00:00,1.0,11.0,2.0,8260.511666666667,20.5412,3857.7166666666667,28.56651,20.54,3928.58,21235.44,631.1999999999989,61.61,77.0,10.8,9391.32,6873.289999999999,25.65217
2022-05-17 11:00:00,1.0,12.0,2.0,8231.741666666667,20.73577,3842.9129166666667,25.65217,15.90858,3799.79,20941.31,183.76000000000022,64.04,72.0,10.8,9552.97,6395.4000000000015,26.64141
2022-05-17 12:00:00,1.0,13.0,2.0,8231.130833333333,22.1649,3827.2374999999997,26.64141,13.51325,3782.94,21100.55,44.399999999999636,68.18,68.0,10.8,9562.31,6510.24,28.62547
2022-05-17 13:00:00,1.0,14.0,2.0,8230.787083333335,25.29649,3811.564583333333,28.62547,14.57217,3791.09,21829.59,246.64999999999964,69.28,59.0,10.8,9534.1,6992.630000000001,33.53539
2022-05-17 14:00:00,1.0,15.0,2.0,8231.690833333334,30.05069,3795.895,33.53539,14.62104,3807.17,22794.04,354.6900000000005,71.08,59.0,10.8,9431.87,7602.390000000001,34.90031
2022-05-17 15:00:00,1.0,16.0,2.0,8233.146666666667,37.0,3780.2183333333337,34.90031,18.88449,3764.14,24076.86,26.659999999999854,71.4,60.0,10.8,9057.05,8858.550000000001,43.02754
